epoch;binary_accuracy;loss;val_binary_accuracy;val_loss
0;0.9381725788116455;5587988992.0;0.9758031964302063;0.07293710857629776
1;0.9669125080108643;0.09480748325586319;0.9790509343147278;0.06739584356546402
2;0.9687970876693726;0.09060253202915192;0.9811077117919922;0.06482148170471191
3;0.970346212387085;0.08747055381536484;0.9820541143417358;0.06251875311136246
4;0.9718295931816101;0.08457843214273453;0.9835342764854431;0.06105939671397209
5;0.9732177257537842;0.08192576467990875;0.984192430973053;0.059461623430252075
6;0.9745378494262695;0.07936180382966995;0.9851195216178894;0.057960327714681625
7;0.9757727980613708;0.07696734368801117;0.9857557415962219;0.05560050532221794
8;0.9768978357315063;0.07499982416629791;0.987208902835846;0.056179337203502655
9;0.9779582023620605;0.0728655606508255;0.9873990416526794;0.053825508803129196
10;0.978920042514801;0.07084127515554428;0.9874807000160217;0.05227266252040863
11;0.9798057079315186;0.06901493668556213;0.9876425862312317;0.0512932725250721
12;0.9806181788444519;0.06734692305326462;0.9879817962646484;0.05049702152609825
13;0.9813513159751892;0.06578893959522247;0.9881830215454102;0.0496034249663353
14;0.9820170402526855;0.06433992832899094;0.9884536862373352;0.048916056752204895
15;0.9826216697692871;0.06302160769701004;0.9884855151176453;0.048051558434963226
16;0.9831708669662476;0.06176244840025902;0.9885330200195312;0.047311436384916306
17;0.9836629033088684;0.0606335885822773;0.9885778427124023;0.04659395292401314
18;0.984108030796051;0.05953705310821533;0.9886547327041626;0.046529728919267654
19;0.9845123291015625;0.05855730548501015;0.9886547327041626;0.04566797614097595
20;0.9848750233650208;0.057634565979242325;0.9886743426322937;0.04550420865416527
21;0.985199511051178;0.05679336562752724;0.9886764287948608;0.04494110867381096
22;0.9854943752288818;0.055972181260585785;0.9886763095855713;0.04451289772987366
23;0.9857615828514099;0.05522214248776436;0.9886767864227295;0.04442182928323746
24;0.9860013127326965;0.05452359840273857;0.9886766672134399;0.04382359981536865
25;0.9862170219421387;0.053884107619524;0.9886767864227295;0.04356182739138603
26;0.9864100813865662;0.05327613279223442;0.9886767864227295;0.0434584878385067
27;0.9865825176239014;0.05270903930068016;0.9886767864227295;0.04366937279701233
28;0.9867473840713501;0.052157171070575714;0.9886767864227295;0.04318754002451897
29;0.9868873357772827;0.05164200812578201;0.9886767864227295;0.04304917901754379
30;0.987021803855896;0.05116773769259453;0.9886767864227295;0.04255575314164162
31;0.9871390461921692;0.05070442333817482;0.9886767864227295;0.042499981820583344
32;0.9872459769248962;0.05028574913740158;0.9886767864227295;0.042287927120923996
33;0.9873427748680115;0.049913980066776276;0.9886767864227295;0.042220309376716614
34;0.9874287247657776;0.04951834678649902;0.9886767864227295;0.04212844744324684
35;0.9875110983848572;0.049174703657627106;0.9886767864227295;0.04198295995593071
36;0.9875838756561279;0.04880854859948158;0.9886767864227295;0.04190400615334511
37;0.9876490235328674;0.04851652309298515;0.9886766672134399;0.04218871146440506
38;0.9877088069915771;0.04821282625198364;0.9886767864227295;0.04169030115008354
39;0.9877654910087585;0.04793952777981758;0.9886767864227295;0.04164263606071472
40;0.9878149628639221;0.04766036942601204;0.9886767864227295;0.04150646924972534
41;0.9878557920455933;0.04740818962454796;0.9886767864227295;0.04153042286634445
42;0.9879035353660583;0.047142144292593;0.9886767864227295;0.04150183126330376
43;0.9879413843154907;0.046932343393564224;0.9886767864227295;0.04135478660464287
44;0.9879752397537231;0.046680059283971786;0.9886767864227295;0.04135728254914284
45;0.988010585308075;0.04646880552172661;0.9886767864227295;0.041253961622714996
46;0.9880402088165283;0.04626142233610153;0.9886766672134399;0.041346922516822815
47;0.9880713224411011;0.04606615751981735;0.9886767864227295;0.04125594720244408
48;0.9880995750427246;0.04586133733391762;0.9886767864227295;0.04110796004533768
49;0.9881258606910706;0.04569002613425255;0.9886767864227295;0.04117484763264656
50;0.9881498217582703;0.045505113899707794;0.9886766672134399;0.04109542816877365
51;0.9881756901741028;0.04532386362552643;0.9886767864227295;0.040970396250486374
52;0.9881972670555115;0.045156992971897125;0.9886767864227295;0.040995072573423386
53;0.9882188439369202;0.04499559476971626;0.9886767864227295;0.04087745398283005
54;0.9882352948188782;0.04484284296631813;0.9886767864227295;0.0409877747297287
55;0.9882612228393555;0.04467187821865082;0.9886767864227295;0.04085144028067589
56;0.9882776737213135;0.04451455548405647;0.9886767864227295;0.04080381244421005
57;0.98829585313797;0.04435625299811363;0.9886767864227295;0.040774013847112656
58;0.9883105158805847;0.04421812668442726;0.9886767864227295;0.04068046808242798
59;0.9883298873901367;0.04407626762986183;0.9886767864227295;0.04068997502326965
60;0.9883484244346619;0.04393638297915459;0.9886767864227295;0.04062492772936821
61;0.9883617758750916;0.04379748925566673;0.9886767864227295;0.040615446865558624
62;0.9883787631988525;0.043673012405633926;0.9886767864227295;0.040596213191747665
63;0.9883934259414673;0.04354088008403778;0.9886767864227295;0.04055901989340782
64;0.9884076118469238;0.043406225740909576;0.9886767864227295;0.04052778333425522
65;0.98842453956604;0.04330052435398102;0.9886766076087952;0.04037899896502495
66;0.9884358048439026;0.04317152500152588;0.9886764287948608;0.040311653167009354
67;0.9884498715400696;0.04305533319711685;0.9886767864227295;0.04050706699490547
68;0.9884631037712097;0.04293104633688927;0.9886766672134399;0.04032884165644646
69;0.9884771108627319;0.042827412486076355;0.9886764883995056;0.0402294285595417
70;0.9884912967681885;0.04270954430103302;0.9886772036552429;0.04023180156946182
71;0.9885008931159973;0.04260837659239769;0.9886766076087952;0.04020323231816292
72;0.9885129332542419;0.04250063747167587;0.9886766672134399;0.04014946147799492
73;0.9885244965553284;0.042392972856760025;0.9886789917945862;0.040024664252996445
74;0.9885338544845581;0.04229409620165825;0.9886780977249146;0.040016595274209976
75;0.988543689250946;0.042212869971990585;0.9886786937713623;0.04002894461154938
76;0.9885530471801758;0.04210851714015007;0.9886768460273743;0.03996661305427551
77;0.9885587096214294;0.042031385004520416;0.988678514957428;0.03994730859994888
78;0.9885679483413696;0.0419384203851223;0.9886771440505981;0.03997460752725601
79;0.988574743270874;0.041865311563014984;0.9886767864227295;0.03991052135825157
80;0.9885823130607605;0.04177374765276909;0.9886777400970459;0.039773933589458466
81;0.9885894656181335;0.041706688702106476;0.9886777400970459;0.03980473801493645
82;0.9885947108268738;0.04164082184433937;0.9886853098869324;0.039688341319561005
83;0.9886019229888916;0.04156774654984474;0.9886780977249146;0.039700452238321304
84;0.9886075258255005;0.041489120572805405;0.9886783361434937;0.039673082530498505
